 year  week     PET      ET   Alpha       R      RO      Ss      Su       M      DE  Yprime       Y       H       G     CMI
 1893     1  0.0000  0.0000  1.0000  0.0000  0.3500  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.0000  0.3500  0.3500
 1893     2  0.0000  0.0000  0.9997  0.0000  0.2000  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.3500  0.2000  0.2000
 1893     3  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.2000  0.0000  0.0000
 1893     4  0.0000  0.0000  1.0000  0.0000  0.0600  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.0000  0.0600  0.0600
 1893     5  0.0000  0.0000  1.0000  0.0000  0.1000  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.0600  0.1000  0.1000
 1893     6  0.0000  0.0000  1.0000  0.0000  0.1000  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.1000  0.1000  0.1000
 1893     7  0.0000  0.0000  1.0000  0.0000  0.6500  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.1000  0.6500  0.6500
 1893     8  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.5000  0.1500  0.1500
 1893     9  0.0000  0.0000  1.0000  0.0000  0.6500  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.1500  0.6500  0.6500
 1893    10  0.0000  0.0000  1.0000  0.0000  0.8700  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.5000  1.0200  1.0200
 1893    11  0.0000  0.0000  1.0000  0.0000  0.4700  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.5100  0.9800  0.9800
 1893    12  0.0000  0.0000  0.9989  0.0000  0.3900  1.0000 11.1800  1.0000  0.0000  0.0000  0.0000  0.5000  0.8700  0.8700
 1893    13  0.1434  0.1434  0.9975  0.0000  0.0000  0.8566 11.1800  0.9882  0.0004  0.0006  0.0006  0.5000  0.3700  0.3706
 1893    14  0.4114  0.4114  0.9955  0.0000  0.0000  0.4451 11.1800  0.9544  0.0019  0.0038  0.0036  0.3700  0.0000  0.0036
 1893    15  0.1367  0.1367  0.9949  0.1733  0.0000  0.6185 11.1800  0.9687  0.0007  0.0038  0.0037  0.0000  0.1679  0.1716
 1893    16  0.2577  0.2577  0.9782  0.3815  0.6107  1.0000 11.1800  1.0000  0.0057  0.0128  0.0128  0.1679  0.9923  1.0050
 1893    17  0.1888  0.1888  0.9667  0.0000  2.3012  1.0000 11.1800  1.0000  0.0064  0.0201  0.0201  0.5000  2.7934  2.8135
 1893    18  0.1820  0.1820  0.9683  0.0000  1.3380  1.0000 11.1800  1.0000  0.0059  0.0240  0.0240  1.3967  2.7347  2.7587
 1893    19  0.5588  0.5588  0.9624  0.0000  0.0000  0.8512 11.1800  0.9878  0.0214  0.0547  0.0540  1.3674  1.3674  1.4214
 1893    20  0.7965  0.7965  0.9422  0.0000  0.0000  0.0548 11.1800  0.9224  0.0474  0.1220  0.1125  0.6837  0.6837  0.7962
 1893    21  0.6705  0.6216  0.9255  0.0000  0.0000  0.0000 10.6331  0.8730  0.0011  0.0836  0.0730  0.5000  0.1837  0.2567
 1893    22  0.8231  0.7922  0.9388  0.0000  0.0000  0.0000 10.4209  0.8556  0.0201  0.0922  0.0789  0.1837  0.0000  0.0789
 1893    23  0.9421  0.8060  0.9100  0.0000  0.0000  0.0000  9.6149  0.7894 -0.0538 -0.0350 -0.0350  0.0000  0.0000 -0.0350
 1893    24  1.3178  1.0529  0.9246  0.0000  0.0000  0.0000  8.6220  0.7079 -0.1722 -0.3334 -0.3334  0.0000  0.0000 -0.3334
 1893    25  1.3636  0.9653  0.9043  0.0000  0.0000  0.0000  7.6567  0.6286 -0.2817 -0.7304 -0.7304  0.0000  0.0000 -0.7304
 1893    26  1.1746  0.7941  0.8850  0.0000  0.0000  0.0000  7.0126  0.5757 -0.2608 -0.9589 -0.9589  0.0000  0.0000 -0.9589
 1893    27  1.1979  1.1979  0.8494  0.2221  0.0000  0.2221  7.0126  0.5940  0.1957 -0.2902 -0.2902  0.0000  0.1319 -0.1583
 1893    28  1.4080  0.9473  0.8197  0.0000  0.0000  0.0000  6.3875  0.5244 -0.2284 -0.6057 -0.6057  0.1319  0.0000 -0.6057
 1893    29  1.2311  0.8739  0.7748  0.0000  0.0000  0.0000  5.9936  0.4921 -0.0908 -0.5693 -0.5693  0.0000  0.0000 -0.5693
 1893    30  1.3104  1.1629  0.7653  0.0000  0.0000  0.0000  5.8507  0.4804  0.1829 -0.0521 -0.0521  0.0000  0.0000 -0.0521
 1893    31  1.2068  0.5797  0.7938  0.0000  0.0000  0.0000  5.2710  0.4328 -0.4246 -0.7992 -0.7992  0.0000  0.0000 -0.7992
 1893    32  1.2053  0.5613  0.7766  0.0000  0.0000  0.0000  4.7797  0.3924 -0.4253 -1.3009 -1.3009  0.0000  0.0000 -1.3009
 1893    33  1.0225  1.0225  0.7671  0.0175  0.0000  0.0175  4.7797  0.3939  0.2719 -0.3822 -0.3822  0.0000  0.0069 -0.3753
 1893    34  1.0895  1.0895  0.7463  0.3405  0.0000  0.3580  4.7797  0.4218  0.3200  0.3199  0.1350  0.0069  0.1436  0.2786
 1893    35  0.6880  0.5118  0.7242  0.0000  0.0000  0.0000  4.6659  0.3831  0.0159  0.2430  0.0931  0.1436  0.0000  0.0931
 1893    36  1.1034  0.4227  0.7143  0.0000  0.0000  0.0000  4.2432  0.3484 -0.4324 -0.6155 -0.6155  0.0000  0.0000 -0.6155
 1893    37  0.9043  0.3150  0.7625  0.0000  0.0000  0.0000  3.9282  0.3225 -0.4289 -1.1844 -1.1844  0.0000  0.0000 -1.1844
 1893    38  0.7766  0.6570  0.7665  0.0000  0.0000  0.0000  3.8712  0.3178  0.0705 -0.6666 -0.6666  0.0000  0.0000 -0.6666
 1893    39  0.3352  0.3352  0.8037  0.4848  0.0000  0.4848  3.8712  0.3576  0.0734 -0.3145 -0.3145  0.0000  0.1734 -0.1411
 1893    40  0.4092  0.4092  0.7762  0.1308  0.0000  0.6156  3.8712  0.3684  0.1040 -0.0236 -0.0236  0.1734  0.0482  0.0246
 1893    41  0.3801  0.3801  0.7754  0.0000  0.0000  0.2355  3.8712  0.3372  0.0969  0.1587  0.0535  0.0482  0.0000  0.0535
 1893    42  0.3190  0.2621  0.7514  0.0000  0.0000  0.0000  3.8447  0.3157  0.0258  0.1527  0.0482  0.0000  0.0000  0.0482
 1893    43  0.2029  0.2029  0.7815  0.0571  0.0000  0.0571  3.8447  0.3203  0.0501  0.1925  0.0617  0.0000  0.0183  0.0800
 1893    44  0.1255  0.1129  0.8481  0.0000  0.0000  0.0000  3.8389  0.3152  0.0070  0.1417  0.0447  0.0183  0.0000  0.0447
 1893    45  0.2980  0.2309  0.8273  0.0000  0.0000  0.0000  3.8080  0.3126 -0.0172  0.0639  0.0200  0.0000  0.0000  0.0200
 1893    46  0.0000  0.0000  0.8354  0.0000  0.0000  0.0000  3.8080  0.3126  0.0000  0.0428  0.0134  0.0000  0.0000  0.0134
 1893    47  0.0000  0.0000  0.9475  0.0000  0.0000  0.0000  3.8080  0.3126  0.0000  0.0287  0.0090  0.0000  0.0000  0.0090
 1893    48  0.0000  0.0000  0.9031  1.8100  0.0000  1.0000  4.6180  0.4612  0.0000  0.0192  0.0089  0.0000  0.8349  0.8437
 1893    49  0.0000  0.0000  0.9068  0.0000  0.0000  1.0000  4.6180  0.4612  0.0000  0.0129  0.0059  0.5000  0.3349  0.3408
 1893    50  0.0000  0.0000  0.9163  0.0000  0.0000  1.0000  4.6180  0.4612  0.0000  0.0086  0.0040  0.3349  0.0000  0.0040
 1893    51  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000  4.6180  0.4612  0.0000  0.0058  0.0027  0.0000  0.0000  0.0027
 1893    52  0.0000  0.0000  0.9480  1.6000  0.0000  1.0000  6.2180  0.5926  0.0000  0.0039  0.0023  0.0000  0.9482  0.9505
 1894     1  0.0000  0.0000  1.0000  0.2000  0.0000  1.0000  6.4180  0.6090  0.0000  0.0026  0.0016  0.5000  0.5700  0.5716
 1894     2  0.0000  0.0000  0.9997  0.0000  0.0000  1.0000  6.4180  0.6090  0.0000  0.0017  0.0011  0.5000  0.0700  0.0710
 1894     3  0.0000  0.0000  1.0000  0.2000  0.0000  1.0000  6.6180  0.6254  0.0000  0.0012  0.0007  0.0700  0.1251  0.1258
 1894     4  0.0000  0.0000  1.0000  0.2000  0.0000  1.0000  6.8180  0.6419  0.0000  0.0008  0.0005  0.1251  0.1284  0.1289
 1894     5  0.0000  0.0000  1.0000  0.1000  0.0000  1.0000  6.9180  0.6501  0.0000  0.0005  0.0003  0.1284  0.0650  0.0653
 1894     6  0.0000  0.0000  1.0000  0.0500  0.0000  1.0000  6.9680  0.6542  0.0000  0.0004  0.0002  0.0650  0.0327  0.0329
 1894     7  0.0000  0.0000  1.0000  0.1000  0.0000  1.0000  7.0680  0.6624  0.0000  0.0002  0.0002  0.0327  0.0662  0.0664
 1894     8  0.0000  0.0000  1.0000  0.4000  0.0000  1.0000  7.4680  0.6952  0.0000  0.0002  0.0001  0.0662  0.2781  0.2782
 1894     9  0.1145  0.1145  1.0000  0.0255  0.0000  1.0000  7.4935  0.6973  0.0000  0.0001  0.0001  0.2781  0.0178  0.0178
 1894    10  0.0686  0.0686  1.0000  0.0000  0.0000  0.9714  7.4935  0.6950  0.0000  0.0001  0.0000  0.0178  0.0000  0.0000
 1894    11  0.3433  0.3433  1.0000  0.0000  0.0000  0.6281  7.4935  0.6668  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
 1894    12  0.0003  0.0003  0.9989  0.3997  0.0000  1.0000  7.5213  0.6996  0.0000  0.0000  0.0000  0.0000  0.2796  0.2797
 1894    13  0.0000  0.0000  0.9975  0.0000  0.0000  1.0000  7.5213  0.6996  0.0000  0.0000  0.0000  0.2796  0.0000  0.0000
 1894    14  0.2994  0.2994  0.9955  0.0000  0.0000  0.9206  7.5213  0.6931  0.0013  0.0024  0.0017  0.0000  0.0000  0.0017
 1894    15  0.2043  0.2043  0.9949  1.3157  0.0000  1.0000  8.7576  0.8011  0.0010  0.0035  0.0028  0.0000  1.0541  1.0569
 1894    16  0.3453  0.3453  0.9782  0.7647  0.0000  1.0000  9.5224  0.8639  0.0076  0.0161  0.0139  0.5270  1.1877  1.2016
 1894    17  0.7458  0.7458  0.9667  0.5942  0.0000  1.0000 10.1165  0.9127  0.0252  0.0562  0.0513  0.5938  1.1361  1.1874
 1894    18  0.7559  0.7559  0.9683  0.2541  0.0000  1.0000 10.3706  0.9335  0.0244  0.0815  0.0761  0.5681  0.8052  0.8813
 1894    19  0.7990  0.7990  0.9624  0.0000  0.0000  0.7910 10.3706  0.9164  0.0307  0.1098  0.1006  0.5000  0.3052  0.4058
 1894    20  0.9078  0.9078  0.9422  0.0000  0.0000  0.0132 10.3706  0.8525  0.0540  0.1708  0.1456  0.3052  0.0000  0.1456
 1894    21  0.7492  0.6399  0.9255  0.0000  0.0000  0.0000  9.7439  0.8000 -0.0556  0.0143  0.0114  0.0000  0.0000  0.0114
 1894    22  0.9112  0.8790  0.9388  0.0000  0.0000  0.0000  9.6150  0.7894  0.0243  0.0533  0.0420  0.0000  0.0000  0.0420
 1894    23  0.8861  0.7584  0.9100  0.0000  0.0000  0.0000  9.1365  0.7501 -0.0502 -0.0547 -0.0547  0.0000  0.0000 -0.0547
 1894    24  1.2750  1.0464  0.9246  0.0000  0.0000  0.0000  8.4502  0.6938 -0.1379 -0.2848 -0.2848  0.0000  0.0000 -0.2848
 1894    25  1.3868  1.1183  0.9043  0.0000  0.0000  0.0000  7.8419  0.6438 -0.1428 -0.4479 -0.4479  0.0000  0.0000 -0.4479
 1894    26  1.4232  0.9163  0.8850  0.0000  0.0000  0.0000  6.9256  0.5686 -0.3648 -0.9567 -0.9567  0.0000  0.0000 -0.9567
 1894    27  1.2740  0.7244  0.8494  0.0000  0.0000  0.0000  6.2012  0.5091 -0.3882 -1.3398 -1.3398  0.0000  0.0000 -1.3398
 1894    28  1.4369  0.7512  0.8197  0.0000  0.0000  0.0000  5.4900  0.4507 -0.4712 -1.7459 -1.7459  0.0000  0.0000 -1.7459
 1894    29  1.4780  0.7211  0.7748  0.0000  0.0000  0.0000  4.8688  0.3997 -0.4817 -2.0369 -2.0369  0.0000  0.0000 -2.0369
 1894    30  1.6368  0.6543  0.7653  0.0000  0.0000  0.0000  4.2145  0.3460 -0.6840 -2.5959 -2.5959  0.0000  0.0000 -2.5959
 1894    31  1.2176  0.7091  0.7938  0.0000  0.0000  0.0000  3.9455  0.3239 -0.2890 -2.2595 -2.2595  0.0000  0.0000 -2.2595
 1894    32  1.6048  0.6821  0.7766  0.0000  0.0000  0.0000  3.5034  0.2876 -0.6402 -2.6663 -2.6663  0.0000  0.0000 -2.6663
 1894    33  1.2392  1.2392  0.7671  0.0008  0.0000  0.0008  3.5034  0.2877  0.3295 -1.1932 -1.1932  0.0000  0.0002 -1.1930
 1894    34  1.0516  0.3031  0.7463  0.0000  0.0000  0.0000  3.2011  0.2628 -0.5576 -1.8032 -1.8032  0.0002  0.0000 -1.8032
 1894    35  1.1884  0.3123  0.7242  0.0000  0.0000  0.0000  2.8888  0.2372 -0.6443 -2.3679 -2.3679  0.0000  0.0000 -2.3679
 1894    36  1.0887  0.2582  0.7143  0.0000  0.0000  0.0000  2.6306  0.2160 -0.6146 -2.6928 -2.6928  0.0000  0.0000 -2.6928
 1894    37  0.6829  0.1475  0.7625  0.0000  0.0000  0.0000  2.4831  0.2039 -0.4274 -2.5735 -2.5735  0.0000  0.0000 -2.5735
 1894    38  0.7332  0.1495  0.7665  0.0000  0.0000  0.0000  2.3336  0.1916 -0.4712 -2.5723 -2.5723  0.0000  0.0000 -2.5723
 1894    39  0.6531  0.5697  0.8037  0.0000  0.0000  0.0000  2.3139  0.1900  0.0501 -1.6334 -1.6334  0.0000  0.0000 -1.6334
 1894    40  0.3467  0.3467  0.7762  0.7733  0.0000  0.7733  2.3139  0.2535  0.0881 -0.9358 -0.9358  0.0000  0.1960 -0.7398
 1894    41  0.2736  0.2736  0.7754  0.0000  0.0000  0.5397  2.3139  0.2343  0.0698 -0.5014 -0.5014  0.1960  0.0000 -0.5014
 1894    42  0.5543  0.5424  0.7514  0.0000  0.0000  0.0000  2.3111  0.1897  0.1452 -0.0745 -0.0745  0.0000  0.0000 -0.0745
 1894    43  0.4467  0.1253  0.7815  0.0000  0.0000  0.0000  2.2358  0.1836 -0.2532 -0.5056 -0.5056  0.0000  0.0000 -0.5056
 1894    44  0.1004  0.1004  0.8481  0.4496  0.0000  0.4496  2.2358  0.2205  0.0166 -0.3090 -0.3090  0.0000  0.0991 -0.2099
 1894    45  0.0322  0.0322  0.8273  0.0000  0.0000  0.4174  2.2358  0.2178  0.0061 -0.1960 -0.1960  0.0991  0.0000 -0.1960
 1894    46  0.0537  0.0537  0.8354  0.0000  0.0000  0.4137  2.2358  0.2175  0.0097 -0.1139 -0.1139  0.0000  0.0000 -0.1139
 1894    47  0.0000  0.0000  0.9475  0.0000  0.0000  0.4137  2.2358  0.2175  0.0000 -0.0763 -0.0763  0.0000  0.0000 -0.0763
 1894    48  0.0000  0.0000  0.9031  0.0000  0.0000  0.4137  2.2358  0.2175  0.0000 -0.0511 -0.0511  0.0000  0.0000 -0.0511
 1894    49  0.0246  0.0246  0.9068  0.0254  0.0000  0.4391  2.2358  0.2196  0.0024 -0.0299 -0.0299  0.0000  0.0056 -0.0244
 1894    50  0.0172  0.0172  0.9163  0.9328  0.0000  1.0000  2.6077  0.2962  0.0015 -0.0173 -0.0173  0.0056  0.2763  0.2589
 1894    51  0.0529  0.0529  1.0000  0.0000  0.0000  0.9471  2.6077  0.2919  0.0000 -0.0116 -0.0116  0.2763  0.0000 -0.0116
 1894    52  0.0000  0.0000  0.9480  0.0000  0.0000  0.9471  2.6077  0.2919  0.0000 -0.0078 -0.0078  0.0000  0.0000 -0.0078
 1895     1  0.0000  0.0000  1.0000  0.0000  0.0000  0.9471  2.6077  0.2919  0.0000 -0.0052 -0.0052  0.0000  0.0000 -0.0052
 1895     2  0.0000  0.0000  0.9997  0.0000  0.0000  0.9471  2.6077  0.2919  0.0000 -0.0035 -0.0035  0.0000  0.0000 -0.0035
 1895     3  0.0000  0.0000  1.0000  0.3000  0.0000  1.0000  2.8548  0.3165  0.0000 -0.0023 -0.0023  0.0000  0.0949  0.0926
 1895     4  0.0000  0.0000  1.0000  0.3500  0.0000  1.0000  3.2048  0.3452  0.0000 -0.0016 -0.0016  0.0949  0.1208  0.1193
 1895     5  0.0000  0.0000  1.0000  0.2000  0.0000  1.0000  3.4048  0.3616  0.0000 -0.0011 -0.0011  0.1208  0.0723  0.0713
 1895     6  0.0000  0.0000  1.0000  0.1500  0.0000  1.0000  3.5548  0.3740  0.0000 -0.0007 -0.0007  0.0723  0.0561  0.0554
 1895     7  0.0000  0.0000  1.0000  0.0200  0.0000  1.0000  3.5748  0.3756  0.0000 -0.0005 -0.0005  0.0561  0.0075  0.0070
 1895     8  0.0658  0.0658  1.0000  0.0000  0.0000  0.9442  3.5748  0.3710  0.0000 -0.0003 -0.0003  0.0075  0.0000 -0.0003
 1895     9  0.0236  0.0236  1.0000  0.1564  0.0000  1.0000  3.6754  0.3839  0.0000 -0.0002 -0.0002  0.0000  0.0600  0.0598
 1895    10  0.0000  0.0000  1.0000  0.1700  0.0000  1.0000  3.8454  0.3978  0.0000 -0.0001 -0.0001  0.0600  0.0676  0.0675
 1895    11  0.0000  0.0000  1.0000  0.1500  0.0000  1.0000  3.9954  0.4101  0.0000 -0.0001 -0.0001  0.0676  0.0615  0.0614
 1895    12  0.1546  0.1546  0.9989  0.0254  0.0000  1.0000  4.0207  0.4122  0.0002  0.0002  0.0001  0.0615  0.0105  0.0106
 1895    13  0.4504  0.4504  0.9975  0.3496  0.0000  1.0000  4.3704  0.4409  0.0011  0.0022  0.0010  0.0105  0.1542  0.1551
 1895    14  0.2668  0.2668  0.9955  1.4532  0.0000  1.0000  5.8236  0.5602  0.0012  0.0036  0.0020  0.1542  0.8141  0.8161
 1895    15  0.5081  0.5081  0.9949  0.0000  0.0000  0.6619  5.8236  0.5325  0.0026  0.0071  0.0038  0.5000  0.3141  0.3179
 1895    16  0.5124  0.5124  0.9782  0.0000  0.0000  0.3494  5.8236  0.5068  0.0113  0.0251  0.0127  0.3141  0.0000  0.0127
 1895    17  0.9002  0.9002  0.9667  0.1898  0.0000  0.5393  5.8236  0.5224  0.0305  0.0717  0.0374  0.0000  0.0992  0.1366
 1895    18  0.9992  0.9001  0.9683  0.0000  0.0000  0.0000  5.7328  0.4707 -0.0685 -0.0753 -0.0753  0.0992  0.0000 -0.0753
 1895    19  0.7136  0.6535  0.9624  0.0000  0.0000  0.0000  5.6793  0.4663 -0.0339 -0.1116 -0.1116  0.0000  0.0000 -0.1116
 1895    20  0.4765  0.2915  0.9422  0.0000  0.0000  0.0000  5.5177  0.4530 -0.1621 -0.3666 -0.3666  0.0000  0.0000 -0.3666
 1895    21  0.7100  0.4474  0.9255  0.0000  0.0000  0.0000  5.3003  0.4352 -0.2179 -0.6379 -0.6379  0.0000  0.0000 -0.6379
 1895    22  1.1459  1.1459  0.9388  2.0441  0.0000  1.0000  6.3444  0.6030  0.0724 -0.2971 -0.2971  0.0000  1.2325  0.9354
 1895    23  0.9607  0.9607  0.9100  0.0000  0.0000  0.0993  6.3444  0.5290  0.0906 -0.0360 -0.0360  0.6163  0.6163  0.5803
 1895    24  1.0958  1.0958  0.9246  1.2642  0.0000  1.0000  6.7079  0.6328  0.0859  0.1305  0.0826  0.5000  0.9163  0.9989
 1895    25  1.0249  1.0249  0.9043  0.1951  0.0000  1.0000  6.9030  0.6488  0.1031  0.2730  0.1771  0.5000  0.5429  0.7200
 1895    26  0.9369  0.9369  0.8850  0.0000  0.0000  0.6231  6.9030  0.6179  0.1146  0.3891  0.2404  0.5000  0.0429  0.2833
 1895    27  1.2768  0.9936  0.8494  0.0000  0.0000  0.0000  6.5325  0.5363 -0.0987  0.0830  0.0445  0.0429  0.0000  0.0445
 1895    28  1.0174  1.0174  0.8197  0.0226  0.0000  0.0226  6.5325  0.5382  0.2026  0.4203  0.2262  0.0000  0.0122  0.2383
 1895    29  1.2171  0.6864  0.7748  0.0000  0.0000  0.0000  5.9186  0.4859 -0.2915 -0.2431 -0.2431  0.0122  0.0000 -0.2431
 1895    30  1.1970  1.1970  0.7653  0.0330  0.0000  0.0330  5.9186  0.4886  0.3211  0.4151  0.2028  0.0000  0.0161  0.2190
 1895    31  1.1020  0.7838  0.7938  0.0000  0.0000  0.0000  5.6178  0.4612 -0.1022  0.0942  0.0435  0.0161  0.0000  0.0435
 1895    32  1.0524  1.0524  0.7766  1.2076  0.0000  1.0000  5.8254  0.5604  0.2667  0.5433  0.3044  0.0000  0.6767  0.9812
 1895    33  1.0163  1.0078  0.7671  0.0000  0.0000  0.0000  5.8177  0.4776  0.2606  0.8330  0.3979  0.5000  0.1767  0.5746
 1895    34  1.1099  0.7808  0.7463  0.0000  0.0000  0.0000  5.5168  0.4529 -0.0549  0.4593  0.2081  0.1767  0.0000  0.2081
 1895    35  0.8853  0.8003  0.7242  0.0000  0.0000  0.0000  5.4465  0.4472  0.1870  0.6444  0.2882  0.0000  0.0000  0.2882
 1895    36  0.8573  0.8422  0.7143  0.0000  0.0000  0.0000  5.4343  0.4462  0.2720  0.9213  0.4111  0.0000  0.0000  0.4111
 1895    37  1.1700  0.7158  0.7625  0.0000  0.0000  0.0000  5.0685  0.4161 -0.2019  0.2539  0.1057  0.0000  0.0000  0.1057
 1895    38  0.8971  0.8971  0.7665  2.6929  0.0000  1.0000  6.7614  0.6372  0.2393  0.6009  0.3829  0.0000  1.7160  2.0989
 1895    39  0.4061  0.4061  0.8037  0.0000  0.0000  0.5939  6.7614  0.6039  0.0889  0.5627  0.3398  0.8580  0.8580  1.1978
 1895    40  0.4645  0.4645  0.7762  0.0000  0.0000  0.1494  6.7614  0.5674  0.1180  0.5894  0.3344  0.5000  0.3580  0.6924
 1895    41  0.2671  0.2325  0.7754  0.0000  0.0000  0.0000  6.7183  0.5516  0.0289  0.4469  0.2465  0.3580  0.0000  0.2465
 1895    42  0.2082  0.1149  0.7514  0.0000  0.0000  0.0000  6.6034  0.5422 -0.0480  0.2130  0.1155  0.0000  0.0000  0.1155
 1895    43  0.1234  0.0669  0.7815  0.0000  0.0000  0.0000  6.5365  0.5367 -0.0334  0.0826  0.0443  0.0000  0.0000  0.0443
 1895    44  0.0491  0.0264  0.8481  0.0000  0.0000  0.0000  6.5102  0.5345 -0.0166  0.0254  0.0136  0.0000  0.0000  0.0136
 1895    45  0.0359  0.0192  0.8273  0.0000  0.0000  0.0000  6.4910  0.5329 -0.0116 -0.0038 -0.0038  0.0000  0.0000 -0.0038
 1895    46  0.1253  0.1253  0.8354  0.2747  0.0000  0.2747  6.4910  0.5555  0.0226  0.0381  0.0212  0.0000  0.1526  0.1737
 1895    47  0.0000  0.0000  0.9475  0.5400  0.0000  0.8147  6.4910  0.5998  0.0000  0.0255  0.0153  0.1526  0.3239  0.3392
 1895    48  0.0000  0.0000  0.9031  0.1000  0.0000  0.9147  6.4910  0.6080  0.0000  0.0171  0.0104  0.3239  0.0608  0.0712
 1895    49  0.0000  0.0000  0.9068  0.0000  0.0000  0.9147  6.4910  0.6080  0.0000  0.0115  0.0070  0.0608  0.0000  0.0070
 1895    50  0.0000  0.0000  0.9163  0.0000  0.0000  0.9147  6.4910  0.6080  0.0000  0.0077  0.0047  0.0000  0.0000  0.0047
 1895    51  0.0000  0.0000  1.0000  0.0000  0.0000  0.9147  6.4910  0.6080  0.0000  0.0051  0.0031  0.0000  0.0000  0.0031
 1895    52  0.0000  0.0000  0.9480  0.0000  0.0000  0.9147  6.4910  0.6080  0.0000  0.0034  0.0021  0.0000  0.0000  0.0021
 1896     1  0.0000  0.0000  1.0000  0.0000  0.0000  0.9147  6.4910  0.6080  0.0000  0.0023  0.0014  0.0000  0.0000  0.0014
 1896     2  0.0063  0.0063  0.9997  0.0000  0.0000  0.9084  6.4910  0.6075  0.0000  0.0015  0.0009  0.0000  0.0000  0.0009
 1896     3  0.0000  0.0000  1.0000  0.1000  0.0000  1.0000  6.4993  0.6157  0.0000  0.0010  0.0006  0.0000  0.0616  0.0622
 1896     4  0.0000  0.0000  1.0000  0.0500  0.0000  1.0000  6.5493  0.6198  0.0000  0.0007  0.0004  0.0616  0.0310  0.0314
 1896     5  0.0345  0.0345  1.0000  0.1155  0.0000  1.0000  6.6648  0.6293  0.0000  0.0005  0.0003  0.0310  0.0727  0.0730
 1896     6  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000  6.6648  0.6293  0.0000  0.0003  0.0002  0.0727  0.0000  0.0002
 1896     7  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000  6.6648  0.6293  0.0000  0.0002  0.0001  0.0000  0.0000  0.0001
 1896     8  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000  6.6648  0.6293  0.0000  0.0001  0.0001  0.0000  0.0000  0.0001
 1896     9  0.0000  0.0000  1.0000  0.5200  0.0000  1.0000  7.1848  0.6720  0.0000  0.0001  0.0001  0.0000  0.3494  0.3495
 1896    10  0.0000  0.0000  1.0000  0.1000  0.0000  1.0000  7.2848  0.6802  0.0000  0.0001  0.0000  0.3494  0.0680  0.0681
 1896    11  0.0000  0.0000  1.0000  0.2500  0.0000  1.0000  7.5348  0.7007  0.0000  0.0000  0.0000  0.0680  0.1752  0.1752
 1896    12  0.0000  0.0000  0.9989  0.3000  0.0000  1.0000  7.8348  0.7254  0.0000  0.0000  0.0000  0.1752  0.2176  0.2176
 1896    13  0.1151  0.1151  0.9975  0.8649  0.0000  1.0000  8.6998  0.7964  0.0003  0.0005  0.0004  0.2176  0.6888  0.6892
 1896    14  0.0835  0.0835  0.9955  0.1765  0.0000  1.0000  8.8763  0.8109  0.0004  0.0010  0.0008  0.5000  0.3319  0.3328
 1896    15  0.4299  0.4299  0.9949  1.3201  0.0000  1.0000 10.1964  0.9192  0.0022  0.0046  0.0043  0.3319  1.2135  1.2178
 1896    16  0.3472  0.3472  0.9782  0.9628  0.0000  1.0000 11.1591  0.9983  0.0077  0.0169  0.0169  0.6067  1.5679  1.5847
 1896    17  0.7672  0.7672  0.9667  0.0209  1.2720  1.0000 11.1800  1.0000  0.0260  0.0581  0.0581  0.7839  2.0768  2.1348
 1896    18  0.7464  0.7464  0.9683  0.0000  1.2336  1.0000 11.1800  1.0000  0.0241  0.0822  0.0822  1.0384  2.2720  2.3542
 1896    19  1.1436  1.1436  0.9624  0.0000  0.0000  0.2264 11.1800  0.9365  0.0439  0.1340  0.1255  1.1360  1.1360  1.2615
 1896    20  0.5398  0.5398  0.9422  0.7736  0.7166  1.0000 11.1800  1.0000  0.0321  0.1477  0.1477  0.5680  2.0582  2.2058
 1896    21  0.9538  0.9538  0.9255  0.0000  0.8962  1.0000 11.1800  1.0000  0.0738  0.2318  0.2318  1.0291  1.9253  2.1571
 1896    22  0.7672  0.7672  0.9388  0.0000  0.0000  0.2828 11.1800  0.9411  0.0484  0.2425  0.2283  0.9626  0.9626  1.1909
 1896    23  0.9634  0.9634  0.9100  0.7172  2.8394  1.0000 11.1800  1.0000  0.0909  0.3261  0.3261  0.5000  4.0193  4.3453
 1896    24  1.0166  1.0166  0.9246  0.0000  0.0000  0.3334 11.1800  0.9453  0.0797  0.3619  0.3420  2.0096  2.0096  2.3517
